PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount
1072242,1997-01-01T00:28:02Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.1,4
1070722,1997-01-01T01:16:10Z,-39.5,0.0,175.29,0.0,12.0,0.0,ML,,,,3.1,0.3,4
1067760,1997-01-01T02:14:02Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.4,0.2,4
1070724,1997-01-01T02:22:47Z,-39.81,0.0,174.88,0.1,12.0,0.0,ML,,,,2.7,0.3,7
1072243,1997-01-01T02:51:55Z,-39.45,0.0,175.62,0.0,12.0,0.0,ML,,,,2.0,0.2,3
1069477,1997-01-01T03:03:19Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.1,3
1070092,1997-01-01T03:05:23Z,-41.35,0.0,173.85,0.0,56.0,3.0,ML,,,,2.2,0.2,5
1067761,1997-01-01T03:15:53Z,-43.01,0.0,171.46,0.0,12.0,0.0,ML,,,,2.6,0.2,3
1072244,1997-01-01T03:58:27Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.1,3
1071553,1997-01-01T04:22:50Z,-39.52,0.0,175.54,0.0,12.0,0.0,ML,,,,2.5,0.3,4
1071160,1997-01-01T04:29:12Z,-39.2,0.0,173.81,0.0,19.0,5.0,ML,,,,1.9,0.2,3
1070726,1997-01-01T05:14:46Z,-44.56,0.0,168.55,0.0,12.0,0.0,ML,,,,2.8,0.4,5
1067763,1997-01-01T05:55:45Z,-43.51,0.0,171.42,0.0,12.0,0.0,ML,,,,2.2,0.1,3
1072134,1997-01-01T06:09:04Z,-44.98,0.0,167.48,0.0,5.0,0.0,ML,,,,2.0,0.2,2
1072245,1997-01-01T06:27:20Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.1,4
1067764,1997-01-01T06:30:31Z,-43.01,0.0,171.28,0.0,12.0,0.0,ML,,,,2.0,0.1,2
1066173,1997-01-01T07:05:23Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.7,0.1,4
1087442,1997-01-01T07:05:25Z,-37.16,0.0,176.96,0.0,239.0,4.0,ML,,,,4.2,0.2,11
1072247,1997-01-01T07:17:38Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.1,3
1070093,1997-01-01T07:34:44Z,-40.21,0.0,176.41,0.1,51.0,7.0,ML,,,,3.0,0.2,5
1071163,1997-01-01T07:55:46Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.2,4
1070409,1997-01-01T08:25:46Z,-44.83,0.0,167.67,0.0,78.0,3.0,ML,,,,2.9,0.4,5
1087446,1997-01-01T08:50:32Z,-41.0,0.0,174.75,0.0,31.0,1.0,ML,,,,2.5,0.2,8
1072248,1997-01-01T09:08:36Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.3,0.2,4
1070094,1997-01-01T09:11:42Z,-41.83,0.0,174.99,0.0,28.0,3.0,ML,,,,2.8,0.3,8
1087449,1997-01-01T09:41:28Z,-40.19,0.0,174.96,0.0,25.0,3.0,ML,,,,2.7,0.5,9
1070095,1997-01-01T09:42:34Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.2,0.1,4
1070727,1997-01-01T09:47:44Z,-46.8,0.0,166.08,0.1,12.0,0.0,ML,,,,3.0,0.1,3
1072136,1997-01-01T10:20:59Z,-45.33,0.0,167.2,0.0,78.0,1.0,ML,,,,2.0,nan,1
1087452,1997-01-01T10:21:20Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.1,4
1072249,1997-01-01T11:08:05Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.7,0.1,4
1070096,1997-01-01T11:27:35Z,-40.39,0.0,174.56,0.0,53.0,7.0,ML,,,,2.3,0.1,5
1066177,1997-01-01T11:37:23Z,-42.22,0.0,172.79,0.0,12.0,0.0,ML,,,,2.5,0.2,6
1088461,1997-01-01T11:49:12Z,-39.63,0.0,176.97,0.0,12.0,0.0,ML,,,,3.3,0.6,5
1087454,1997-01-01T11:50:18Z,-39.74,0.2,177.02,0.0,21.0,9.0,ML,,,,3.2,0.1,3
1072250,1997-01-01T12:08:19Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.4,0.1,4
