PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount
1151053,1997-07-01T00:48:53Z,-42.58,0.0,172.47,0.0,12.0,0.0,ML,,,,2.5,0.3,3
1150921,1997-07-01T01:37:19Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.0,2
1151865,1997-07-01T02:34:40Z,-41.1,0.0,175.79,0.0,31.0,1.0,ML,,,,2.2,0.1,4
1150874,1997-07-01T02:58:24Z,-41.12,0.0,174.51,0.0,43.0,1.0,ML,,,,4.3,0.4,9
1153244,1997-07-01T03:24:35Z,-41.1,0.0,174.51,0.0,33.0,1.0,ML,,,,2.3,0.2,5
1153245,1997-07-01T04:15:12Z,-41.33,0.0,174.79,0.0,28.0,1.0,ML,,,,2.1,0.1,6
1152830,1997-07-01T07:10:37Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.0,2
1152831,1997-07-01T08:06:53Z,-39.67,0.0,175.49,0.1,12.0,0.0,ML,,,,3.0,0.1,4
1150875,1997-07-01T08:16:01Z,-40.86,0.0,175.09,0.0,30.0,1.0,ML,,,,2.8,0.2,13
1151055,1997-07-01T08:19:48Z,-42.96,0.0,173.97,0.0,12.0,0.0,ML,,,,2.4,0.2,3
1152832,1997-07-01T09:54:28Z,-39.44,0.0,175.68,0.1,12.0,0.0,ML,,,,2.6,0.1,3
1151002,1997-07-01T11:00:39Z,-45.87,0.0,166.95,0.0,87.0,1.0,ML,,,,2.8,0.2,5
1152841,1997-07-01T12:25:44Z,-39.32,0.0,175.9,0.0,12.0,0.0,ML,,,,2.6,0.1,3
1151104,1997-07-01T13:40:40Z,-47.33,0.0,165.69,0.1,12.0,0.0,ML,,,,2.9,0.1,4
1150929,1997-07-01T14:55:07Z,-43.32,0.0,170.84,0.0,5.0,0.0,ML,,,,2.5,0.3,6
1153247,1997-07-01T18:23:23Z,-40.9,0.0,176.55,0.1,12.0,0.0,ML,,,,2.6,0.3,7
1152276,1997-07-01T18:28:54Z,-37.39,0.1,177.6,0.1,176.0,20.0,ML,,,,3.7,0.3,2
1153390,1997-07-01T19:08:34Z,-40.88,0.0,176.53,0.1,12.0,0.0,ML,,,,2.9,0.2,7
1149388,1997-07-01T19:36:28Z,-37.33,0.0,177.13,0.0,5.0,0.0,ML,,,,3.9,0.1,3
1153248,1997-07-01T21:06:01Z,-40.83,0.0,175.8,0.0,29.0,1.0,ML,,,,2.2,0.3,7
1159311,1997-07-01T21:06:36Z,-40.84,0.0,175.79,0.0,26.0,3.0,ML,,,,2.3,0.3,6
1152510,1997-07-01T21:23:03Z,-39.02,0.0,175.87,0.2,0.0,0.0,ML,,,,2.9,0.3,3
1150933,1997-07-01T23:51:30Z,-44.28,0.0,167.65,0.0,12.0,0.0,ML,,,,3.1,0.3,7
1152688,1997-07-02T01:30:38Z,-41.41,0.0,173.36,0.0,103.0,2.0,ML,,,,3.4,0.2,7
1150877,1997-07-02T01:56:35Z,-38.63,0.0,175.69,0.0,184.0,5.0,ML,,,,3.9,0.3,9
1150937,1997-07-02T02:29:16Z,-45.23,0.0,166.95,0.0,42.0,4.0,ML,,,,2.8,0.2,6
1152690,1997-07-02T02:42:18Z,-43.82,0.0,171.71,0.0,12.0,0.0,ML,,,,2.9,0.3,6
1150878,1997-07-02T03:39:52Z,-41.1,0.0,174.49,0.0,37.0,1.0,ML,,,,3.6,0.2,9
1153251,1997-07-02T04:47:59Z,-41.31,0.0,174.16,0.0,18.0,4.0,ML,,,,2.3,0.2,6
1152613,1997-07-02T05:59:53Z,-44.77,0.0,167.39,0.0,5.0,0.0,ML,,,,2.5,0.2,5
1150880,1997-07-02T06:48:28Z,-39.74,0.0,174.48,0.0,110.0,6.0,ML,,,,3.2,0.2,8
1152547,1997-07-02T09:01:23Z,-43.09,0.0,171.11,0.0,5.0,0.0,ML,,,,2.1,0.0,2
1150938,1997-07-02T10:09:19Z,-43.4,0.0,170.66,0.0,5.0,0.0,ML,,,,2.4,0.3,4
1152846,1997-07-02T10:44:06Z,-39.26,0.0,175.55,0.0,5.0,0.0,ML,,,,2.0,0.1,4
1153253,1997-07-02T11:06:35Z,-40.37,0.0,174.36,0.0,28.0,4.0,ML,,,,2.1,0.3,6
1152847,1997-07-02T13:06:51Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.2,4
1150939,1997-07-02T13:44:56Z,-42.99,0.0,171.88,0.0,12.0,0.0,ML,,,,3.2,0.2,5
1152849,1997-07-02T15:05:12Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.3,4
1150942,1997-07-02T15:36:22Z,-43.0,0.0,171.39,0.0,5.0,0.0,ML,,,,2.8,0.2,5
1152548,1997-07-02T15:44:31Z,-42.95,0.0,171.38,0.0,12.0,0.0,ML,,,,2.8,0.5,3
1152850,1997-07-02T15:55:04Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.4,0.1,2
1152851,1997-07-02T16:26:32Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.3,4
1149391,1997-07-02T16:45:06Z,-36.91,0.1,177.45,0.0,177.0,8.0,ML,,,,3.9,0.4,3
1150881,1997-07-02T16:49:09Z,-40.03,0.0,175.11,0.0,24.0,2.0,ML,,,,2.7,0.3,5
1152852,1997-07-02T17:17:32Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.8,0.2,4
1152853,1997-07-02T18:43:47Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.2,4
1152854,1997-07-02T19:10:56Z,-40.55,0.0,175.02,0.0,5.0,0.0,ML,,,,2.5,0.4,7
1152743,1997-07-02T19:13:14Z,-39.21,0.0,175.28,0.0,5.0,0.0,ML,,,,2.2,0.2,4
1152016,1997-07-02T19:47:02Z,-45.08,0.0,167.45,0.0,5.0,0.0,ML,,,,2.3,0.2,3
1151886,1997-07-02T20:02:37Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.3,0.2,3
1152550,1997-07-02T20:11:03Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.7,0.2,4
1150947,1997-07-02T20:29:12Z,-45.93,0.0,168.24,0.0,12.0,2.0,ML,,,,4.0,0.3,7
1152855,1997-07-02T20:48:09Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.3,0.3,3
1152023,1997-07-02T21:27:49Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.4,0.3,4
1150949,1997-07-02T22:02:34Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.1,4
1150950,1997-07-02T22:12:28Z,-44.89,0.0,167.58,0.0,66.0,4.0,ML,,,,2.6,0.2,3
1152856,1997-07-02T22:20:46Z,-39.9,0.0,176.22,0.1,33.0,0.0,ML,,,,2.7,0.2,4
1152857,1997-07-02T22:52:05Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.1,4
1152858,1997-07-02T23:33:42Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.1,4
1152860,1997-07-03T00:12:58Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.2,4
1152735,1997-07-03T00:22:05Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.1,4
1152861,1997-07-03T00:59:23Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.2,4
1152862,1997-07-03T01:33:14Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.3,0.2,4
1152863,1997-07-03T01:37:58Z,-39.22,0.0,173.77,0.1,18.0,3.0,ML,,,,3.0,0.3,6
1152864,1997-07-03T02:05:58Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.3,4
1150882,1997-07-03T02:13:31Z,-38.98,0.0,175.6,0.0,116.0,3.0,ML,,,,4.1,0.3,13
1152865,1997-07-03T02:17:22Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.2,4
1152623,1997-07-03T02:27:02Z,-47.32,0.1,166.07,0.1,33.0,0.0,ML,,,,2.9,0.3,4
1153268,1997-07-03T02:59:55Z,-41.12,0.0,174.49,0.0,35.0,1.0,ML,,,,2.3,0.2,5
1152628,1997-07-03T03:03:44Z,-39.18,0.0,175.34,0.0,12.0,0.0,ML,,,,2.1,0.2,3
1152866,1997-07-03T03:24:22Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.2,0.1,4
1152867,1997-07-03T04:39:25Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.7,0.3,3
1150957,1997-07-03T05:28:56Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.2,4
1151515,1997-07-03T05:58:10Z,-38.76,0.0,175.82,0.0,12.0,0.0,ML,,,,1.9,0.2,3
1152551,1997-07-03T06:00:31Z,-41.1,0.0,174.51,0.0,36.0,2.0,ML,,,,3.1,0.2,9
1152868,1997-07-03T06:08:29Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.1,3
1152869,1997-07-03T06:45:57Z,-39.34,0.0,174.7,0.0,12.0,0.0,ML,,,,2.4,0.1,3
1152870,1997-07-03T06:47:47Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.5,0.1,3
1152871,1997-07-03T07:12:11Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.3,0.1,3
1152872,1997-07-03T07:22:11Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.2,4
1152874,1997-07-03T08:54:35Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.1,4
1152875,1997-07-03T08:58:06Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.2,0.2,4
1152876,1997-07-03T09:32:51Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.1,nan,1
1153075,1997-07-03T09:47:31Z,-41.1,0.0,174.5,0.0,35.0,1.0,ML,,,,2.7,0.2,9
1150964,1997-07-03T10:19:01Z,-39.28,0.0,175.56,0.0,0.0,0.0,ML,,,,1.6,0.2,4
