PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount
3332058,2010-07-01T00:44:52Z,-46.22,0.0,165.88,0.1,33.0,0.0,Mw,4.1,nan,0,4.0,0.2,13
3332062,2010-07-01T00:56:53Z,-39.09,0.0,177.29,0.0,30.0,1.0,ML,,,,2.3,0.2,8
3332070,2010-07-01T01:18:27Z,-38.48,0.0,178.15,0.0,33.0,0.0,ML,,,,2.2,0.2,3
3332075,2010-07-01T01:32:19Z,-41.45,0.0,174.05,0.0,12.0,0.0,ML,,,,2.1,0.3,14
3332086,2010-07-01T02:03:51Z,-39.22,0.0,174.84,0.0,202.0,4.0,ML,,,,3.5,0.3,22
3332112,2010-07-01T03:11:00Z,-39.26,0.0,175.37,0.0,10.0,1.0,ML,,,,1.7,0.2,6
3332135,2010-07-01T04:18:40Z,-40.33,0.0,176.13,0.0,41.0,1.0,ML,,,,2.4,0.1,9
3332138,2010-07-01T04:29:14Z,-41.86,0.0,174.55,0.0,30.0,2.0,ML,,,,2.1,0.2,11
3332171,2010-07-01T05:50:53Z,-41.83,0.0,173.93,0.0,33.0,0.0,ML,,,,2.1,0.3,7
3332184,2010-07-01T06:20:16Z,-39.23,0.0,174.79,0.0,30.0,1.0,ML,,,,2.3,0.3,9
3332185,2010-07-01T06:22:26Z,-40.38,0.0,176.69,0.0,16.0,2.0,ML,,,,2.1,0.3,10
3332186,2010-07-01T06:23:22Z,-38.24,0.0,175.95,0.0,154.0,5.0,ML,,,,3.5,0.2,10
3332188,2010-07-01T06:30:24Z,-39.35,0.0,176.43,0.0,43.0,2.0,ML,,,,2.1,0.1,6
3332194,2010-07-01T06:44:26Z,-40.21,0.0,175.1,0.0,25.0,2.0,ML,,,,2.2,0.3,21
3332209,2010-07-01T07:24:44Z,-44.55,0.0,167.76,0.0,12.0,0.0,ML,,,,2.2,0.3,9
3332227,2010-07-01T08:08:19Z,-36.39,0.1,177.33,0.0,2.0,0.0,ML,,,,3.4,0.3,6
3332237,2010-07-01T08:33:46Z,-39.05,0.0,177.49,0.0,29.0,1.0,ML,,,,2.2,0.1,5
3332240,2010-07-01T08:42:56Z,-40.92,0.0,175.7,0.0,28.0,1.0,ML,,,,2.1,0.1,6
3332252,2010-07-01T09:16:09Z,-39.37,0.0,177.95,0.0,27.0,2.0,ML,,,,2.3,0.3,7
3332290,2010-07-01T11:00:59Z,-38.41,0.0,177.58,0.0,60.0,3.0,ML,,,,1.7,0.2,2
3336379,2010-07-01T11:02:24Z,-45.09,0.0,167.1,0.0,5.0,0.0,ML,,,,2.4,0.3,8
3332316,2010-07-01T12:28:04Z,-38.43,0.0,177.89,0.0,30.0,2.0,ML,,,,2.1,0.2,4
3332332,2010-07-01T13:29:02Z,-37.45,0.1,176.96,0.1,106.0,7.0,ML,,,,2.3,0.1,3
3332336,2010-07-01T13:37:24Z,-39.17,0.0,174.8,0.0,33.0,0.0,ML,,,,2.0,0.3,7
3332496,2010-07-01T13:38:07Z,-45.15,0.0,167.41,0.0,83.0,3.0,ML,,,,2.6,0.1,7
3332354,2010-07-01T14:31:01Z,-40.92,0.0,175.45,0.0,23.0,1.0,ML,,,,1.8,0.2,6
3332358,2010-07-01T14:38:50Z,-38.97,0.0,178.15,0.0,24.0,1.0,ML,,,,2.0,0.1,2
3332362,2010-07-01T14:53:31Z,-44.23,0.0,171.57,0.0,12.0,0.0,ML,,,,3.1,0.2,8
3332373,2010-07-01T15:32:18Z,-37.27,0.0,177.16,0.1,129.0,5.0,ML,,,,2.6,0.2,4
3332376,2010-07-01T15:38:01Z,-37.79,0.0,176.82,0.0,2.0,0.0,ML,,,,2.2,0.1,10
3332400,2010-07-01T16:41:02Z,-39.76,0.0,176.56,0.0,30.0,1.0,ML,,,,1.7,0.1,5
3332401,2010-07-01T16:46:13Z,-45.96,0.0,165.78,0.1,5.0,0.0,ML,,,,2.9,0.2,8
3332406,2010-07-01T17:04:06Z,-42.08,0.0,173.97,0.0,12.0,0.0,ML,,,,2.7,0.1,8
3332414,2010-07-01T17:27:15Z,-45.97,0.0,165.78,0.0,5.0,0.0,ML,,,,2.8,0.2,7
3336390,2010-07-01T17:27:41Z,-39.75,0.0,176.09,0.0,31.0,1.0,ML,,,,1.7,0.1,7
3336392,2010-07-01T17:39:29Z,-45.04,0.0,167.5,0.0,94.0,4.0,ML,,,,2.2,0.2,5
3332418,2010-07-01T17:39:32Z,-40.92,0.0,175.74,0.0,27.0,1.0,ML,,,,2.0,0.1,9
3332442,2010-07-01T18:38:32Z,-40.61,0.0,174.65,0.0,73.0,2.0,ML,,,,2.8,0.1,12
3332457,2010-07-01T19:23:26Z,-42.05,0.0,173.95,0.0,12.0,0.0,ML,,,,2.0,0.3,7
3336404,2010-07-01T19:24:08Z,-35.68,0.1,177.66,0.1,207.0,10.0,ML,,,,3.3,0.3,7
3332502,2010-07-01T21:39:43Z,-39.8,0.0,175.72,0.0,45.0,5.0,ML,,,,2.0,0.1,4
3332510,2010-07-01T22:01:12Z,-36.26,0.0,177.6,0.0,169.0,6.0,ML,,,,3.1,0.2,4
3332513,2010-07-01T22:13:45Z,-39.03,0.0,177.68,0.0,33.0,0.0,ML,,,,2.2,0.2,3
3332524,2010-07-01T22:41:52Z,-39.93,0.0,174.41,0.0,150.0,4.0,ML,,,,3.0,0.3,7
3332525,2010-07-01T22:47:56Z,-41.71,0.0,175.61,0.0,35.0,1.0,ML,,,,2.5,0.2,9
3332537,2010-07-01T23:12:46Z,-37.81,0.0,176.82,0.0,2.0,0.0,ML,,,,2.5,0.1,8
3332542,2010-07-01T23:20:38Z,-37.8,0.0,176.83,0.0,5.0,0.0,ML,,,,2.5,0.2,6
3332548,2010-07-01T23:34:02Z,-40.91,0.0,172.54,0.0,5.0,0.0,ML,,,,2.4,0.3,7
3336414,2010-07-01T23:35:13Z,-36.89,0.0,174.4,0.0,5.0,0.0,ML,,,,2.1,0.6,2
3336415,2010-07-01T23:48:37Z,-38.09,0.1,175.17,0.1,236.0,13.0,ML,,,,3.2,0.2,7
3332556,2010-07-01T23:51:15Z,-37.8,0.0,176.84,0.0,5.0,0.0,ML,,,,2.3,0.1,6
3332558,2010-07-01T23:53:09Z,-37.81,0.0,176.83,0.0,6.0,0.0,ML,,,,2.0,0.1,5
