PublicID,UTCTime,Latitude,LatitudeUncertainty,Longitude,LongitudeUncertainty,Depth,DepthUncertainty,PreferredMag,Mw,Mw_Uncertainty,Mw_StationCount,ML,ML_Uncertainty,ML_StationCount
823067,1995-07-01T00:15:27Z,-40.4,0.0,175.35,0.0,33.0,2.0,ML,,,,2.5,0.2,6
826724,1995-07-01T01:06:43Z,-39.75,0.0,176.79,0.0,43.0,5.0,ML,,,,2.5,0.0,2
823071,1995-07-01T01:13:54Z,-37.68,0.0,179.39,0.0,12.0,0.0,ML,,,,4.0,0.2,13
823072,1995-07-01T01:31:16Z,-40.58,0.0,174.2,0.0,72.0,5.0,ML,,,,2.8,0.2,9
826700,1995-07-01T02:58:27Z,-38.23,0.1,175.7,0.1,137.0,10.0,ML,,,,3.5,0.2,13
823075,1995-07-01T04:24:46Z,-40.7,0.0,175.5,0.0,29.0,2.0,ML,,,,3.1,0.1,19
823076,1995-07-01T04:43:00Z,-40.15,0.0,175.15,0.0,12.0,0.0,ML,,,,3.9,0.3,4
823077,1995-07-01T04:54:54Z,-37.72,0.0,179.41,0.0,12.0,0.0,ML,,,,4.0,0.2,20
823483,1995-07-01T06:40:41Z,-37.49,0.1,179.41,0.0,12.0,0.0,ML,,,,3.6,0.2,6
823087,1995-07-01T06:45:12Z,-40.32,0.0,176.2,0.0,48.0,7.0,ML,,,,2.7,0.0,2
826706,1995-07-01T07:51:50Z,-39.16,0.0,175.01,0.0,23.0,4.0,ML,,,,2.5,0.3,6
823486,1995-07-01T08:04:23Z,-45.08,0.0,167.47,0.0,100.0,3.0,ML,,,,2.7,0.2,8
823489,1995-07-01T08:50:45Z,-38.21,0.1,179.2,0.1,12.0,0.0,ML,,,,3.5,0.2,7
826859,1995-07-01T09:20:13Z,-40.55,0.1,173.7,0.2,206.0,8.0,ML,,,,3.1,nan,1
823491,1995-07-01T10:10:51Z,-38.12,0.0,176.24,0.0,5.0,0.0,ML,,,,2.5,0.3,4
823493,1995-07-01T10:26:13Z,-39.75,0.0,176.85,0.0,48.0,2.0,ML,,,,2.8,0.1,5
823496,1995-07-01T10:41:24Z,-39.18,0.0,178.81,0.1,33.0,0.0,ML,,,,3.5,0.3,5
823099,1995-07-01T11:12:19Z,-41.09,0.0,174.89,0.0,31.0,1.0,ML,,,,2.7,0.2,11
826709,1995-07-01T11:24:41Z,-43.38,0.0,171.02,0.0,5.0,0.0,ML,,,,2.7,0.3,3
823101,1995-07-01T11:28:04Z,-40.64,0.0,175.51,0.0,30.0,2.0,ML,,,,2.2,0.1,5
823499,1995-07-01T11:59:46Z,-39.71,0.0,176.76,0.0,19.0,8.0,ML,,,,2.7,0.1,5
851944,1995-07-01T12:00:05Z,-37.91,0.1,179.27,0.1,12.0,0.0,ML,,,,3.5,0.3,3
823503,1995-07-01T13:25:10Z,-38.11,0.1,177.5,0.0,33.0,0.0,ML,,,,2.3,0.2,3
823504,1995-07-01T13:37:38Z,-37.87,0.1,179.46,0.1,12.0,0.0,ML,,,,3.2,0.3,2
823505,1995-07-01T13:42:31Z,-35.67,0.1,178.25,0.1,247.0,9.0,ML,,,,4.2,0.2,4
823701,1995-07-01T14:08:45Z,-47.21,0.1,165.21,0.1,12.0,0.0,ML,,,,3.7,0.3,7
826998,1995-07-01T14:27:25Z,-43.06,0.0,171.71,0.0,12.0,0.0,ML,,,,3.2,0.3,6
823506,1995-07-01T15:54:03Z,-38.56,0.0,175.95,0.0,137.0,6.0,ML,,,,3.5,0.4,5
823507,1995-07-01T16:09:18Z,-38.49,0.0,178.01,0.0,48.0,6.0,ML,,,,2.7,0.1,2
823113,1995-07-01T16:55:35Z,-40.25,0.1,176.22,0.0,33.0,0.0,ML,,,,2.4,0.3,2
823118,1995-07-01T18:19:27Z,-45.0,0.0,167.53,0.0,99.0,5.0,ML,,,,2.9,0.1,4
823516,1995-07-01T19:44:20Z,-38.44,0.1,179.64,0.2,12.0,0.0,ML,,,,3.5,0.3,3
823125,1995-07-01T20:14:26Z,-41.1,0.0,174.46,0.0,37.0,2.0,ML,,,,1.9,0.0,2
823702,1995-07-01T21:34:08Z,-42.93,0.0,171.63,0.0,5.0,0.0,ML,,,,2.4,0.0,2
852076,1995-07-01T21:35:08Z,-44.55,0.0,168.14,0.0,58.0,12.0,ML,,,,2.5,0.1,8
823131,1995-07-01T22:44:58Z,-40.65,0.0,175.5,0.0,29.0,1.0,ML,,,,1.8,0.0,3
823528,1995-07-02T00:25:53Z,-39.09,0.0,179.65,0.1,33.0,0.0,ML,,,,3.7,0.2,10
823132,1995-07-02T00:36:09Z,-40.66,0.0,175.5,0.0,30.0,1.0,ML,,,,2.6,0.2,10
822312,1995-07-02T01:37:55Z,-37.8,0.1,179.5,0.1,12.0,0.0,ML,,,,3.2,nan,1
823529,1995-07-02T02:08:35Z,-44.9,0.0,167.57,0.0,122.0,3.0,ML,,,,3.0,0.2,13
823136,1995-07-02T03:25:36Z,-41.38,0.0,174.82,0.0,33.0,1.0,ML,,,,2.2,0.1,11
823140,1995-07-02T05:07:14Z,-38.66,0.0,175.57,0.0,125.0,7.0,ML,,,,3.4,0.2,13
823157,1995-07-02T08:33:55Z,-41.75,0.0,174.48,0.0,12.0,0.0,ML,,,,2.3,0.2,8
823160,1995-07-02T09:03:28Z,-38.04,0.0,175.96,0.1,134.0,5.0,ML,,,,3.4,0.2,5
823162,1995-07-02T09:16:52Z,-40.64,0.0,175.51,0.0,30.0,1.0,ML,,,,2.5,0.1,6
823533,1995-07-02T10:03:08Z,-37.45,0.0,179.33,0.0,12.0,0.0,ML,,,,3.4,0.2,2
